qid,docno,original_score,similarity_score,final_score,rank
109,21463984,-1.245654,0.5761259198188782,0.5761259198188782,1
109,36849366,-0.109876,0.5715135931968689,0.5715135931968689,2
109,21876111,-5.856556,0.5234719514846802,0.5234719514846802,3
109,41232839,-5.827976,0.5161094665527344,0.5161094665527344,4
109,2247831,-6.63713,0.5061870217323303,0.5061870217323303,5
109,12794804,-5.988073,0.5005879402160645,0.5005879402160645,6
109,1610321,-5.443492,0.4943844676017761,0.4943844676017761,7
109,33290083,-2.158681,0.4900757372379303,0.4900757372379303,8
109,2936667,-5.518492,0.4822823405265808,0.4822823405265808,9
109,24061146,-6.11531,0.4763944447040558,0.4763944447040558,10
109,3661958,-5.819369,0.4756993353366852,0.4756993353366852,11
109,61971723,-5.813514,0.47287115454673767,0.47287115454673767,12
109,46289492,-6.188059,0.46857205033302307,0.46857205033302307,13
109,21835208,-6.433151,0.4661709666252136,0.4661709666252136,14
109,27697789,-6.143808,0.46224281191825867,0.46224281191825867,15
109,4499062,-5.862275,0.4612621068954468,0.4612621068954468,16
109,2052373,-5.845342,0.4612301290035248,0.4612301290035248,17
109,6531454,-5.538328,0.4600833058357239,0.4600833058357239,18
109,4180145,-1.833544,0.45721739530563354,0.45721739530563354,19
109,1829448,-5.212653,0.4565287232398987,0.4565287232398987,20
109,10313028,-1.98286,0.4540787935256958,0.4540787935256958,21
109,12161221,-2.634079,0.4527755081653595,0.4527755081653595,22
109,3979809,3.570954,0.45123329758644104,0.45123329758644104,23
109,11892585,-5.644847,0.4471634030342102,0.4471634030342102,24
109,1040518,-6.145204,0.44459599256515503,0.44459599256515503,25
109,51668536,-3.128491,0.4434296786785126,0.4434296786785126,26
109,41980795,-5.3849,0.44336992502212524,0.44336992502212524,27
109,11892657,-1.554629,0.44122767448425293,0.44122767448425293,28
109,14665333,-4.911525,0.43961289525032043,0.43961289525032043,29
109,4515631,-3.809954,0.43901774287223816,0.43901774287223816,30
109,40141006,-6.353355,0.4374624192714691,0.4374624192714691,31
109,41369005,-5.047481,0.43741920590400696,0.43741920590400696,32
109,24900519,-5.147594,0.428470253944397,0.428470253944397,33
109,4498832,-6.407868,0.4272751808166504,0.4272751808166504,34
109,3216798,-6.324973,0.4260499179363251,0.4260499179363251,35
109,23244306,-6.507359,0.4224790036678314,0.4224790036678314,36
109,2681729,-6.24201,0.4210914373397827,0.4210914373397827,37
109,74937144,-6.530361,0.41831570863723755,0.41831570863723755,38
109,6675128,-5.546985,0.41433703899383545,0.41433703899383545,39
109,36588139,-6.220828,0.4113282263278961,0.4113282263278961,40
109,1254881,-6.088514,0.4082772135734558,0.4082772135734558,41
109,67202144,-5.085405,0.40737488865852356,0.40737488865852356,42
109,12995615,-5.234952,0.40132710337638855,0.40132710337638855,43
109,39423991,-6.303238,0.3987896144390106,0.3987896144390106,44
109,66320316,-5.652922,0.37342900037765503,0.37342900037765503,45
109,36925691,-6.151481,0.3715231716632843,0.3715231716632843,46
109,19737523,-6.385336,0.3704529404640198,0.3704529404640198,47
109,4344088,-6.408853,0.3697350323200226,0.3697350323200226,48
